,Source Well,Transfer Volume,Destination Well,ID,Gene
87,K1,2500.0,D6,15,TFC7
88,L1,2500.0,E6,15,TFC7
89,L1,2500.0,E6,15,TFC7
90,G1,2500.0,F6,16,SPT3
91,G1,2500.0,F6,16,SPT3
92,G1,2500.0,G6,16,SPT3
93,G1,2500.0,G6,16,SPT3
94,G1,2500.0,H6,16,SPT3
95,G1,2500.0,H6,16,SPT3
96,I1,2500.0,A7,17,YAP6
97,I1,2500.0,A7,17,YAP6
98,I1,2500.0,B7,17,YAP6
99,I1,2500.0,B7,17,YAP6
100,I1,2500.0,C7,17,YAP6
101,I1,2500.0,C7,17,YAP6
102,L1,2500.0,D7,18,TFC7
103,L1,2500.0,D7,18,TFC7
104,L1,2500.0,E7,18,TFC7
105,L1,2500.0,E7,18,TFC7
106,L1,2500.0,F7,18,TFC7
107,L1,2500.0,F7,18,TFC7
108,I1,2500.0,G7,19,YAP6
109,I1,2500.0,G7,19,YAP6
110,I1,2500.0,H7,19,YAP6
111,I1,2500.0,H7,19,YAP6
112,I1,2500.0,A8,19,YAP6
113,I1,2500.0,A8,19,YAP6
114,L1,2500.0,B8,20,TFC7
115,L1,2500.0,B8,20,TFC7
116,L1,2500.0,C8,20,TFC7
117,L1,2500.0,C8,20,TFC7
118,L1,2500.0,D8,20,TFC7
119,L1,2500.0,D8,20,TFC7
120,L1,2500.0,E8,21,TFC7
121,L1,2500.0,E8,21,TFC7
122,M1,2500.0,F8,21,TFC7
123,M1,2500.0,F8,21,TFC7
124,M1,2500.0,G8,21,TFC7
125,M1,2500.0,G8,21,TFC7
126,A1,2500.0,H8,22,RFX1
127,A1,2500.0,H8,22,RFX1
128,A1,2500.0,A9,22,RFX1
129,A1,2500.0,A9,22,RFX1
130,A1,2500.0,B9,22,RFX1
131,A1,2500.0,B9,22,RFX1
132,B1,2500.0,C9,23,RGR1
133,B1,2500.0,C9,23,RGR1
134,B1,2500.0,D9,23,RGR1
135,B1,2500.0,D9,23,RGR1
136,C1,2500.0,E9,23,RGR1
137,C1,2500.0,E9,23,RGR1
138,E1,2500.0,F9,24,RPD3
139,E1,2500.0,F9,24,RPD3
140,E1,2500.0,G9,24,RPD3
141,E1,2500.0,G9,24,RPD3
142,E1,2500.0,H9,24,RPD3
143,E1,2500.0,H9,24,RPD3
144,G1,2500.0,A10,25,SPT3
145,G1,2500.0,A10,25,SPT3
146,G1,2500.0,B10,25,SPT3
147,G1,2500.0,B10,25,SPT3
148,G1,2500.0,C10,25,SPT3
149,G1,2500.0,C10,25,SPT3
150,I1,2500.0,D10,26,YAP6
151,I1,2500.0,D10,26,YAP6
152,J1,2500.0,E10,26,YAP6
153,J1,2500.0,E10,26,YAP6
154,J1,2500.0,F10,26,YAP6
155,J1,2500.0,F10,26,YAP6
156,M1,2500.0,G10,27,TFC7
157,M1,2500.0,G10,27,TFC7
158,M1,2500.0,H10,27,TFC7
159,M1,2500.0,H10,27,TFC7
160,M1,2500.0,A11,27,TFC7
161,M1,2500.0,A11,27,TFC7
